;Tariff_mean
12513;0.0816
12514;0.0816
12515;0.0816
12516;0.0816
12517;0.0816
12518;0.0816
12519;0.0816
12520;0.0816
12521;0.0816
12522;0.0816
12523;0.0816
12524;0.0816
12525;0.0816
12526;0.0816
12527;0.0816
12528;0.0816
12529;0.0816
12530;0.0816
12531;0.0816
12532;0.0816
12533;0.0816
12534;0.0816
12535;0.0816
12536;0.0816
12537;0.0816
12538;0.0816
12539;0.0816
12540;0.0816
12541;0.0816
12542;0.0816
12543;0.0816
12544;0.0816
12545;0.0816
12546;0.0816
12547;0.0816
12548;0.0816
12549;0.0816
12550;0.0816
12551;0.0816
12552;0.0816
12553;0.0816
12554;0.0816
12555;0.0816
12556;0.0816
12557;0.0816
12558;0.0816
12559;0.0816
12560;0.0816
12561;0.0816
12562;0.0816
12563;0.0816
12564;0.0816
12565;0.0816
12566;0.0816
12567;0.0816
12568;0.0816
12569;0.0816
12570;0.0816
12571;0.0816
12572;0.0816
12573;0.0816
12574;0.0816
12575;0.0816
12576;0.0816
12577;0.0816
12578;0.0816
12579;0.0816
12580;0.0816
12581;0.0816
12582;0.0816
12583;0.0816
12584;0.0816
12585;0.0816
12586;0.0816
12587;0.0816
12588;0.0816
12589;0.0816
12590;0.0816
12591;0.0816
12592;0.0816
12593;0.0816
12594;0.0816
12595;0.0816
12596;0.0816
12597;0.0816
12598;0.0816
12599;0.0816
12600;0.0816
12601;0.0816
12602;0.0816
12603;0.0816
12604;0.0816
12605;0.0816
12606;0.0816
12607;0.0816
12608;0.0816
12609;0.0816
12610;0.0816
12611;0.0816
12612;0.0816
12613;0.0816
12614;0.0816
12615;0.0816
12616;0.0816
12617;0.0816
12618;0.0816
12619;0.0816
12620;0.0816
12621;0.0816
12622;0.0816
12623;0.0816
12624;0.0816
12625;0.0816
12626;0.0816
12627;0.0816
12628;0.0816
12629;0.0816
12630;0.0816
12631;0.0816
12632;0.0816
12633;0.0816
12634;0.0816
12635;0.0816
12636;0.0816
12637;0.0816
12638;0.0816
12639;0.0816
12640;0.0816
12641;0.0816
12642;0.0816
12643;0.0816
12644;0.0816
12645;0.0816
12646;0.0816
12647;0.0816
12648;0.0816
12649;0.0816
12650;0.0816
12651;0.0816
12652;0.0816
12653;0.0816
12654;0.0816
12655;0.0816
12656;0.0816
12657;0.0816
12658;0.0816
12659;0.0816
12660;0.0816
12661;0.0816
12662;0.0816
12663;0.0816
12664;0.0816
12665;0.0816
12666;0.0816
12667;0.0816
12668;0.0816
12669;0.0816
12670;0.0816
12671;0.0816
12672;0.0816
12673;0.0816
12674;0.0816
12675;0.0816
12676;0.0816
12677;0.0816
12678;0.0816
12679;0.0816
12680;0.0816
12681;0.0816
12682;0.0816
12683;0.0816
12684;0.0816
12685;0.0816
12686;0.0816
12687;0.0816
12688;0.0816
12689;0.0816
12690;0.0816
12691;0.0816
12692;0.0816
12693;0.0816
12694;0.0816
12695;0.0816
12696;0.0816
12697;0.0816
12698;0.0816
12699;0.0816
12700;0.0816
12701;0.0816
12702;0.0816
12703;0.0816
12704;0.0816
12705;0.0816
12706;0.0816
12707;0.0816
12708;0.0816
12709;0.0816
12710;0.0816
12711;0.0816
12712;0.0816
12713;0.0816
12714;0.0816
12715;0.0816
12716;0.0816
12717;0.0816
12718;0.0816
12719;0.0816
12720;0.0816
12721;0.0816
12722;0.0816
12723;0.0816
12724;0.0816
12725;0.0816
12726;0.0816
12727;0.0816
12728;0.0816
12729;0.0816
12730;0.0816
12731;0.0816
12732;0.0816
12733;0.0816
12734;0.0816
12735;0.0816
12736;0.0816
12737;0.0816
12738;0.0816
12739;0.0816
12740;0.0816
12741;0.0816
12742;0.0816
12743;0.0816
12744;0.0816
12745;0.0816
12746;0.0816
12747;0.0816
12748;0.0816
12749;0.0816
12750;0.0816
12751;0.0816
12752;0.0816
12753;0.0816
12754;0.0816
12755;0.0816
12756;0.0816
12757;0.0816
12758;0.0816
12759;0.0816
12760;0.0816
12761;0.0816
12762;0.0816
12763;0.0816
12764;0.0816
12765;0.0816
12766;0.0816
12767;0.0816
12768;0.0816
12769;0.0816
12770;0.0816
12771;0.0816
12772;0.0816
12773;0.0816
12774;0.0816
12775;0.0816
12776;0.0816
12777;0.0816
12778;0.0816
12779;0.0816
12780;0.0816
12781;0.0816
12782;0.0816
12783;0.0816
12784;0.0816
12785;0.0816
12786;0.0816
12787;0.0816
12788;0.0816
12789;0.0816
12790;0.0816
12791;0.0816
12792;0.0816
12793;0.0816
12794;0.0816
12795;0.0816
12796;0.0816
12797;0.0816
12798;0.0816
12799;0.0816
12800;0.0816
12801;0.0816
12802;0.0816
12803;0.0816
12804;0.0816
12805;0.0816
12806;0.0816
12807;0.0816
12808;0.0816
12809;0.0816
12810;0.0816
12811;0.0816
12812;0.0816
12813;0.0816
12814;0.0816
12815;0.0816
12816;0.0816
12817;0.0816
12818;0.0816
12819;0.0816
12820;0.0816
12821;0.0816
12822;0.0816
12823;0.0816
12824;0.0816
12825;0.0816
12826;0.0816
12827;0.0816
12828;0.0816
12829;0.0816
12830;0.0816
12831;0.0816
12832;0.0816
12833;0.0816
12834;0.0816
12835;0.0816
12836;0.0816
12837;0.0816
12838;0.0816
12839;0.0816
12840;0.0816
12841;0.0816
12842;0.0816
12843;0.0816
12844;0.0816
12845;0.0816
12846;0.0816
12847;0.0816
12848;0.0816
12849;0.0816
12850;0.0816
12851;0.0816
12852;0.0816
12853;0.0816
12854;0.0816
12855;0.0816
12856;0.0816
12857;0.0816
12858;0.0816
12859;0.0816
12860;0.0816
12861;0.0816
12862;0.0816
12863;0.0816
12864;0.0816
12865;0.0816
12866;0.0816
12867;0.0816
12868;0.0816
12869;0.0816
12870;0.0816
12871;0.0816
12872;0.0816
12873;0.0816
12874;0.0816
12875;0.0816
12876;0.0816
12877;0.0816
12878;0.0816
12879;0.0816
12880;0.0816
12881;0.0816
12882;0.0816
12883;0.0816
12884;0.0816
12885;0.0816
12886;0.0816
12887;0.0816
12888;0.0816
12889;0.0816
12890;0.0816
12891;0.0816
12892;0.0816
12893;0.0816
12894;0.0816
12895;0.0816
12896;0.0816
12897;0.0816
12898;0.0816
12899;0.0816
12900;0.0816
12901;0.0816
12902;0.0816
12903;0.0816
12904;0.0816
12905;0.0816
12906;0.0816
12907;0.0816
12908;0.0816
12909;0.0816
12910;0.0816
12911;0.0816
12912;0.0816
12913;0.0816
12914;0.0816
12915;0.0816
12916;0.0816
12917;0.0816
12918;0.0816
12919;0.0816
12920;0.0816
12921;0.0816
12922;0.0816
12923;0.0816
12924;0.0816
12925;0.0816
12926;0.0816
12927;0.0816
12928;0.0816
12929;0.0816
12930;0.0816
12931;0.0816
12932;0.0816
12933;0.0816
12934;0.0816
12935;0.0816
12936;0.0816
12937;0.0816
12938;0.0816
12939;0.0816
12940;0.0816
12941;0.0816
12942;0.0816
12943;0.0816
12944;0.0816
12945;0.0816
12946;0.0816
12947;0.0816
12948;0.0816
12949;0.0816
12950;0.0816
12951;0.0816
12952;0.0816
12953;0.0816
12954;0.0816
12955;0.0816
12956;0.0816
12957;0.0816
12958;0.0816
12959;0.0816
12960;0.0816
12961;0.0816
12962;0.0816
12963;0.0816
12964;0.0816
12965;0.0816
12966;0.0816
12967;0.0816
12968;0.0816
12969;0.0816
12970;0.0816
12971;0.0816
12972;0.0816
12973;0.0816
12974;0.0816
12975;0.0816
12976;0.0816
12977;0.0816
12978;0.0816
12979;0.0816
12980;0.0816
12981;0.0816
12982;0.0816
12983;0.0816
12984;0.0816
12985;0.0816
12986;0.0816
12987;0.0816
12988;0.0816
12989;0.0816
12990;0.0816
12991;0.0816
12992;0.0816
12993;0.0816
12994;0.0816
12995;0.0816
12996;0.0816
12997;0.0816
12998;0.0816
12999;0.0816
13000;0.0816
13001;0.0816
13002;0.0816
13003;0.0816
13004;0.0816
13005;0.0816
13006;0.0816
13007;0.0816
13008;0.0816
13009;0.0816
13010;0.0816
13011;0.0816
13012;0.0816
13013;0.0816
13014;0.0816
13015;0.0816
13016;0.0816
13017;0.0816
13018;0.0816
13019;0.0816
13020;0.0816
13021;0.0816
13022;0.0816
13023;0.0816
13024;0.0816
13025;0.0816
13026;0.0816
13027;0.0816
13028;0.0816
13029;0.0816
13030;0.0816
13031;0.0816
13032;0.0816
13033;0.0816
13034;0.0816
13035;0.0816
13036;0.0816
13037;0.0816
13038;0.0816
13039;0.0816
13040;0.0816
13041;0.0816
13042;0.0816
13043;0.0816
13044;0.0816
13045;0.0816
13046;0.0816
13047;0.0816
13048;0.0816
13049;0.0816
13050;0.0816
13051;0.0816
13052;0.0816
13053;0.0816
13054;0.0816
13055;0.0816
13056;0.0816
13057;0.0816
13058;0.0816
13059;0.0816
13060;0.0816
13061;0.0816
13062;0.0816
13063;0.0816
13064;0.0816
13065;0.0816
13066;0.0816
13067;0.0816
13068;0.0816
13069;0.0816
13070;0.0816
13071;0.0816
13072;0.0816
13073;0.0816
13074;0.0816
13075;0.0816
13076;0.0816
13077;0.0816
13078;0.0816
13079;0.0816
13080;0.0816
13081;0.0816
13082;0.0816
13083;0.0816
13084;0.0816
13085;0.0816
13086;0.0816
13087;0.0816
13088;0.0816
13089;0.0816
13090;0.0816
13091;0.0816
13092;0.0816
13093;0.0816
13094;0.0816
13095;0.0816
13096;0.0816
13097;0.0816
13098;0.0816
13099;0.0816
13100;0.0816
13101;0.0816
13102;0.0816
13103;0.0816
13104;0.0816
13105;0.0816
13106;0.0816
13107;0.0816
13108;0.0816
13109;0.0816
13110;0.0816
13111;0.0816
13112;0.0816
13113;0.0816
13114;0.0816
13115;0.0816
13116;0.0816
13117;0.0816
13118;0.0816
13119;0.0816
13120;0.0816
13121;0.0816
13122;0.0816
13123;0.0816
13124;0.0816
13125;0.0816
13126;0.0816
13127;0.0816
13128;0.0816
13129;0.0816
13130;0.0816
13131;0.0816
13132;0.0816
13133;0.0816
13134;0.0816
13135;0.0816
13136;0.0816
13137;0.0816
13138;0.0816
13139;0.0816
13140;0.0816
13141;0.0816
13142;0.0816
13143;0.0816
13144;0.0816
13145;0.0816
13146;0.0816
13147;0.0816
13148;0.0816
13149;0.0816
13150;0.0816
13151;0.0816
13152;0.0816
13153;0.0816
13154;0.0816
13155;0.0816
13156;0.0816
13157;0.0816
13158;0.0816
13159;0.0816
13160;0.0816
13161;0.0816
13162;0.0816
13163;0.0816
13164;0.0816
13165;0.0816
13166;0.0816
13167;0.0816
13168;0.0816
13169;0.0816
13170;0.0816
13171;0.0816
13172;0.0816
13173;0.0816
13174;0.0816
13175;0.0816
13176;0.0816
13177;0.0816
13178;0.0816
13179;0.0816
13180;0.0816
13181;0.0816
13182;0.0816
13183;0.0816
13184;0.0816
13185;0.0816
13186;0.0816
13187;0.0816
13188;0.0816
13189;0.0816
13190;0.0816
13191;0.0816
13192;0.0816
13193;0.0816
13194;0.0816
13195;0.0816
13196;0.0816
13197;0.0816
13198;0.0816
13199;0.0816
13200;0.0816
13201;0.0816
13202;0.0816
13203;0.0816
13204;0.0816
13205;0.0816
13206;0.0816
13207;0.0816
13208;0.0816
13209;0.0816
13210;0.0816
13211;0.0816
13212;0.0816
13213;0.0816
13214;0.0816
13215;0.0816
13216;0.0816
13217;0.0816
13218;0.0816
13219;0.0816
13220;0.0816
13221;0.0816
13222;0.0816
13223;0.0816
13224;0.0816
13225;0.0816
13226;0.0816
13227;0.0816
13228;0.0816
13229;0.0816
13230;0.0816
13231;0.0816
13232;0.0816
13233;0.0816
13234;0.0816
13235;0.0816
13236;0.0816
13237;0.0816
13238;0.0816
13239;0.0816
13240;0.0816
13241;0.0816
13242;0.0816
13243;0.0816
13244;0.0816
13245;0.0816
13246;0.0816
13247;0.0816
13248;0.0816
13249;0.0816
13250;0.0816
13251;0.0816
13252;0.0816
13253;0.0816
13254;0.0816
13255;0.0816
13256;0.0816
13257;0.0816
13258;0.0816
13259;0.0816
13260;0.0816
13261;0.0816
13262;0.0816
13263;0.0816
13264;0.0816
13265;0.0816
13266;0.0816
13267;0.0816
13268;0.0816
13269;0.0816
13270;0.0816
13271;0.0816
13272;0.0816
13273;0.0816
13274;0.0816
13275;0.0816
13276;0.0816
13277;0.0816
13278;0.0816
13279;0.0816
13280;0.0816
13281;0.0816
13282;0.0816
13283;0.0816
13284;0.0816
13285;0.0816
13286;0.0816
13287;0.0816
13288;0.0816
13289;0.0816
13290;0.0816
13291;0.0816
13292;0.0816
13293;0.0816
13294;0.0816
13295;0.0816
13296;0.0816
13297;0.0816
13298;0.0816
13299;0.0816
13300;0.0816
13301;0.0816
13302;0.0816
13303;0.0816
13304;0.0816
13305;0.0816
13306;0.0816
13307;0.0816
13308;0.0816
13309;0.0816
13310;0.0816
13311;0.0816
13312;0.0816
13313;0.0816
13314;0.0816
13315;0.0816
13316;0.0816
13317;0.0816
13318;0.0816
13319;0.0816
13320;0.0816
13321;0.0816
13322;0.0816
13323;0.0816
13324;0.0816
13325;0.0816
13326;0.0816
13327;0.0816
13328;0.0816
13329;0.0816
13330;0.0816
13331;0.0816
13332;0.0816
13333;0.0816
13334;0.0816
13335;0.0816
13336;0.0816
13337;0.0816
13338;0.0816
13339;0.0816
13340;0.0816
13341;0.0816
13342;0.0816
13343;0.0816
13344;0.0816
13345;0.0816
13346;0.0816
13347;0.0816
13348;0.0816
13349;0.0816
13350;0.0816
13351;0.0816
13352;0.0816
13353;0.0816
13354;0.0816
13355;0.0816
13356;0.0816
13357;0.0816
13358;0.0816
13359;0.0816
13360;0.0816
13361;0.0816
13362;0.0816
13363;0.0816
13364;0.0816
13365;0.0816
13366;0.0816
13367;0.0816
13368;0.0816
13369;0.0816
13370;0.0816
13371;0.0816
13372;0.0816
13373;0.0816
13374;0.0816
13375;0.0816
13376;0.0816
13377;0.0816
13378;0.0816
13379;0.0816
13380;0.0816
13381;0.0816
13382;0.0816
13383;0.0816
13384;0.0816
13385;0.0816
13386;0.0816
13387;0.0816
13388;0.0816
13389;0.0816
13390;0.0816
13391;0.0816
13392;0.0816
13393;0.0816
13394;0.0816
13395;0.0816
13396;0.0816
13397;0.0816
13398;0.0816
13399;0.0816
13400;0.0816
13401;0.0816
13402;0.0816
13403;0.0816
13404;0.0816
13405;0.0816
13406;0.0816
13407;0.0816
13408;0.0816
13409;0.0816
13410;0.0816
13411;0.0816
13412;0.0816
13413;0.0816
13414;0.0816
13415;0.0816
13416;0.0816
13417;0.0816
13418;0.0816
13419;0.0816
13420;0.0816
13421;0.0816
13422;0.0816
13423;0.0816
13424;0.0816
13425;0.0816
13426;0.0816
13427;0.0816
13428;0.0816
13429;0.0816
13430;0.0816
13431;0.0816
13432;0.0816
13433;0.0816
13434;0.0816
13435;0.0816
13436;0.0816
13437;0.0816
13438;0.0816
13439;0.0816
13440;0.0816
13441;0.0816
13442;0.0816
13443;0.0816
13444;0.0816
13445;0.0816
13446;0.0816
13447;0.0816
13448;0.0816
13449;0.0816
13450;0.0816
13451;0.0816
13452;0.0816
13453;0.0816
13454;0.0816
13455;0.0816
13456;0.0816
13457;0.0816
13458;0.0816
13459;0.0816
13460;0.0816
13461;0.0816
13462;0.0816
13463;0.0816
13464;0.0816
13465;0.0816
13466;0.0816
13467;0.0816
13468;0.0816
13469;0.0816
13470;0.0816
13471;0.0816
13472;0.0816
13473;0.0816
13474;0.0816
13475;0.0816
13476;0.0816
13477;0.0816
13478;0.0816
13479;0.0816
13480;0.0816
13481;0.0816
13482;0.0816
13483;0.0816
13484;0.0816
13485;0.0816
13486;0.0816
13487;0.0816
13488;0.0816
13489;0.0816
13490;0.0816
13491;0.0816
13492;0.0816
13493;0.0816
13494;0.0816
13495;0.0816
13496;0.0816
13497;0.0816
13498;0.0816
13499;0.0816
13500;0.0816
13501;0.0816
13502;0.0816
13503;0.0816
13504;0.0816
13505;0.0816
13506;0.0816
13507;0.0816
13508;0.0816
13509;0.0816
13510;0.0816
13511;0.0816
13512;0.0816
13513;0.0816
13514;0.0816
13515;0.0816
13516;0.0816
13517;0.0816
13518;0.0816
13519;0.0816
13520;0.0816
13521;0.0816
13522;0.0816
13523;0.0816
13524;0.0816
13525;0.0816
13526;0.0816
13527;0.0816
13528;0.0816
13529;0.0816
13530;0.0816
13531;0.0816
13532;0.0816
13533;0.0816
13534;0.0816
13535;0.0816
13536;0.0816
13537;0.0816
13538;0.0816
13539;0.0816
13540;0.0816
13541;0.0816
13542;0.0816
13543;0.0816
13544;0.0816
13545;0.0816
13546;0.0816
13547;0.0816
13548;0.0816
13549;0.0816
13550;0.0816
13551;0.0816
13552;0.0816
13553;0.0816
13554;0.0816
13555;0.0816
13556;0.0816
13557;0.0816
13558;0.0816
13559;0.0816
13560;0.0816
13561;0.0816
13562;0.0816
13563;0.0816
13564;0.0816
13565;0.0816
13566;0.0816
13567;0.0816
13568;0.0816
13569;0.0816
13570;0.0816
13571;0.0816
13572;0.0816
13573;0.0816
13574;0.0816
13575;0.0816
13576;0.0816
13577;0.0816
13578;0.0816
13579;0.0816
13580;0.0816
13581;0.0816
13582;0.0816
13583;0.0816
13584;0.0816
13585;0.0816
13586;0.0816
13587;0.0816
13588;0.0816
13589;0.0816
13590;0.0816
13591;0.0816
13592;0.0816
13593;0.0816
13594;0.0816
13595;0.0816
13596;0.0816
13597;0.0816
13598;0.0816
13599;0.0816
13600;0.0816
13601;0.0816
13602;0.0816
13603;0.0816
13604;0.0816
13605;0.0816
13606;0.0816
13607;0.0816
13608;0.0816
13609;0.0816
13610;0.0816
13611;0.0816
13612;0.0816
13613;0.0816
13614;0.0816
13615;0.0816
13616;0.0816
13617;0.0816
13618;0.0816
13619;0.0816
13620;0.0816
13621;0.0816
13622;0.0816
13623;0.0816
13624;0.0816
13625;0.0816
13626;0.0816
13627;0.0816
13628;0.0816
13629;0.0816
13630;0.0816
13631;0.0816
13632;0.0816
13633;0.0816
13634;0.0816
13635;0.0816
13636;0.0816
13637;0.0816
13638;0.0816
13639;0.0816
13640;0.0816
13641;0.0816
13642;0.0816
13643;0.0816
13644;0.0816
13645;0.0816
13646;0.0816
13647;0.0816
13648;0.0816
13649;0.0816
13650;0.0816
13651;0.0816
13652;0.0816
13653;0.0816
13654;0.0816
13655;0.0816
13656;0.0816
13657;0.0816
13658;0.0816
13659;0.0816
13660;0.0816
13661;0.0816
13662;0.0816
13663;0.0816
13664;0.0816
13665;0.0816
13666;0.0816
13667;0.0816
13668;0.0816
13669;0.0816
13670;0.0816
13671;0.0816
13672;0.0816
13673;0.0816
13674;0.0816
13675;0.0816
13676;0.0816
13677;0.0816
13678;0.0816
13679;0.0816
13680;0.0816
13681;0.0816
13682;0.0816
13683;0.0816
13684;0.0816
13685;0.0816
13686;0.0816
13687;0.0816
13688;0.0816
13689;0.0816
13690;0.0816
13691;0.0816
13692;0.0816
13693;0.0816
13694;0.0816
13695;0.0816
13696;0.0816
13697;0.0816
13698;0.0816
13699;0.0816
13700;0.0816
13701;0.0816
13702;0.0816
13703;0.0816
13704;0.0816
13705;0.0816
13706;0.0816
13707;0.0816
13708;0.0816
13709;0.0816
13710;0.0816
13711;0.0816
13712;0.0816
13713;0.0816
13714;0.0816
13715;0.0816
13716;0.0816
13717;0.0816
13718;0.0816
13719;0.0816
13720;0.0816
13721;0.0816
13722;0.0816
13723;0.0816
13724;0.0816
13725;0.0816
13726;0.0816
13727;0.0816
13728;0.0816
13729;0.0816
13730;0.0816
13731;0.0816
13732;0.0816
13733;0.0816
13734;0.0816
13735;0.0816
13736;0.0816
13737;0.0816
13738;0.0816
13739;0.0816
13740;0.0816
13741;0.0816
13742;0.0816
13743;0.0816
13744;0.0816
13745;0.0816
13746;0.0816
13747;0.0816
13748;0.0816
13749;0.0816
13750;0.0816
13751;0.0816
13752;0.0816
13753;0.0816
13754;0.0816
13755;0.0816
13756;0.0816
13757;0.0816
13758;0.0816
13759;0.0816
13760;0.0816
13761;0.0816
13762;0.0816
13763;0.0816
13764;0.0816
13765;0.0816
13766;0.0816
13767;0.0816
13768;0.0816
13769;0.0816
13770;0.0816
13771;0.0816
13772;0.0816
13773;0.0816
13774;0.0816
13775;0.0816
13776;0.0816
13777;0.0816
13778;0.0816
13779;0.0816
13780;0.0816
13781;0.0816
13782;0.0816
13783;0.0816
13784;0.0816
13785;0.0816
13786;0.0816
13787;0.0816
13788;0.0816
13789;0.0816
13790;0.0816
13791;0.0816
13792;0.0816
13793;0.0816
13794;0.0816
13795;0.0816
13796;0.0816
13797;0.0816
13798;0.0816
13799;0.0816
13800;0.0816
13801;0.0816
13802;0.0816
13803;0.0816
13804;0.0816
13805;0.0816
13806;0.0816
13807;0.0816
13808;0.0816
13809;0.0816
13810;0.0816
13811;0.0816
13812;0.0816
13813;0.0816
13814;0.0816
13815;0.0816
13816;0.0816
13817;0.0816
13818;0.0816
13819;0.0816
13820;0.0816
13821;0.0816
13822;0.0816
13823;0.0816
13824;0.0816
13825;0.0816
13826;0.0816
13827;0.0816
13828;0.0816
13829;0.0816
13830;0.0816
13831;0.0816
13832;0.0816
13833;0.0816
13834;0.0816
13835;0.0816
13836;0.0816
13837;0.0816
13838;0.0816
13839;0.0816
13840;0.0816
13841;0.0816
13842;0.0816
13843;0.0816
13844;0.0816
13845;0.0816
13846;0.0816
13847;0.0816
13848;0.0816
13849;0.0816
13850;0.0816
13851;0.0816
13852;0.0816
13853;0.0816
13854;0.0816
13855;0.0816
13856;0.0816
13857;0.0816
13858;0.0816
13859;0.0816
13860;0.0816
13861;0.0816
13862;0.0816
13863;0.0816
13864;0.0816
13865;0.0816
13866;0.0816
13867;0.0816
13868;0.0816
13869;0.0816
13870;0.0816
13871;0.0816
13872;0.0816
13873;0.0816
13874;0.0816
13875;0.0816
13876;0.0816
13877;0.0816
13878;0.0816
13879;0.0816
13880;0.0816
13881;0.0816
13882;0.0816
13883;0.0816
13884;0.0816
13885;0.0816
13886;0.0816
13887;0.0816
13888;0.0816
13889;0.0816
13890;0.0816
13891;0.0816
13892;0.0816
13893;0.0816
13894;0.0816
13895;0.0816
13896;0.0816
13897;0.0816
13898;0.0816
13899;0.0816
13900;0.0816
13901;0.0816
13902;0.0816
13903;0.0816
13904;0.0816
13905;0.0816
13906;0.0816
13907;0.0816
13908;0.0816
13909;0.0816
13910;0.0816
13911;0.0816
13912;0.0816
13913;0.0816
13914;0.0816
13915;0.0816
13916;0.0816
13917;0.0816
13918;0.0816
13919;0.0816
13920;0.0816
13921;0.0816
13922;0.0816
13923;0.0816
13924;0.0816
13925;0.0816
13926;0.0816
13927;0.0816
13928;0.0816
13929;0.0816
13930;0.0816
13931;0.0816
13932;0.0816
13933;0.0816
13934;0.0816
13935;0.0816
13936;0.0816
13937;0.0816
13938;0.0816
13939;0.0816
13940;0.0816
13941;0.0816
13942;0.0816
13943;0.0816
13944;0.0816
13945;0.0816
13946;0.0816
13947;0.0816
13948;0.0816
13949;0.0816
13950;0.0816
13951;0.0816
13952;0.0816
13953;0.0816
13954;0.0816
13955;0.0816
13956;0.0816
13957;0.0816
13958;0.0816
13959;0.0816
13960;0.0816
13961;0.0816
13962;0.0816
13963;0.0816
13964;0.0816
13965;0.0816
13966;0.0816
13967;0.0816
13968;0.0816
13969;0.0816
13970;0.0816
13971;0.0816
13972;0.0816
13973;0.0816
13974;0.0816
13975;0.0816
13976;0.0816
13977;0.0816
13978;0.0816
13979;0.0816
13980;0.0816
13981;0.0816
13982;0.0816
13983;0.0816
13984;0.0816
13985;0.0816
13986;0.0816
13987;0.0816
13988;0.0816
13989;0.0816
13990;0.0816
13991;0.0816
13992;0.0816
13993;0.0816
13994;0.0816
13995;0.0816
13996;0.0816
13997;0.0816
13998;0.0816
13999;0.0816
14000;0.0816
14001;0.0816
14002;0.0816
14003;0.0816
14004;0.0816
14005;0.0816
14006;0.0816
14007;0.0816
14008;0.0816
14009;0.0816
14010;0.0816
14011;0.0816
14012;0.0816
14013;0.0816
14014;0.0816
14015;0.0816
14016;0.0816
14017;0.0816
14018;0.0816
14019;0.0816
14020;0.0816
14021;0.0816
14022;0.0816
14023;0.0816
14024;0.0816
14025;0.0816
14026;0.0816
14027;0.0816
14028;0.0816
14029;0.0816
14030;0.0816
14031;0.0816
14032;0.0816
14033;0.0816
14034;0.0816
14035;0.0816
14036;0.0816
14037;0.0816
14038;0.0816
14039;0.0816
14040;0.0816
14041;0.0816
14042;0.0816
14043;0.0816
14044;0.0816
14045;0.0816
14046;0.0816
14047;0.0816
14048;0.0816
14049;0.0816
14050;0.0816
14051;0.0816
14052;0.0816
14053;0.0816
14054;0.0816
14055;0.0816
14056;0.0816
14057;0.0816
14058;0.0816
14059;0.0816
14060;0.0816
14061;0.0816
14062;0.0816
14063;0.0816
14064;0.0816
14065;0.0816
14066;0.0816
14067;0.0816
14068;0.0816
14069;0.0816
14070;0.0816
14071;0.0816
14072;0.0816
14073;0.0816
14074;0.0816
14075;0.0816
14076;0.0816
14077;0.0816
14078;0.0816
14079;0.0816
14080;0.0816
14081;0.0816
14082;0.0816
14083;0.0816
14084;0.0816
14085;0.0816
14086;0.0816
14087;0.0816
14088;0.0816
14089;0.0816
14090;0.0816
14091;0.0816
14092;0.0816
14093;0.0816
14094;0.0816
14095;0.0816
14096;0.0816
14097;0.0816
14098;0.0816
14099;0.0816
14100;0.0816
14101;0.0816
14102;0.0816
14103;0.0816
14104;0.0816
14105;0.0816
14106;0.0816
14107;0.0816
14108;0.0816
14109;0.0816
14110;0.0816
14111;0.0816
14112;0.0816
14113;0.0816
14114;0.0816
14115;0.0816
14116;0.0816
14117;0.0816
14118;0.0816
14119;0.0816
14120;0.0816
14121;0.0816
14122;0.0816
14123;0.0816
14124;0.0816
14125;0.0816
14126;0.0816
14127;0.0816
14128;0.0816
14129;0.0816
14130;0.0816
14131;0.0816
14132;0.0816
14133;0.0816
14134;0.0816
14135;0.0816
14136;0.0816
14137;0.0816
14138;0.0816
14139;0.0816
14140;0.0816
14141;0.0816
14142;0.0816
14143;0.0816
14144;0.0816
14145;0.0816
14146;0.0816
14147;0.0816
14148;0.0816
14149;0.0816
14150;0.0816
14151;0.0816
14152;0.0816
14153;0.0816
14154;0.0816
14155;0.0816
14156;0.0816
14157;0.0816
14158;0.0816
14159;0.0816
14160;0.0816
14161;0.0816
14162;0.0816
14163;0.0816
14164;0.0816
14165;0.0816
14166;0.0816
14167;0.0816
14168;0.0816
14169;0.0816
14170;0.0816
14171;0.0816
14172;0.0816
14173;0.0816
14174;0.0816
14175;0.0816
14176;0.0816
14177;0.0816
14178;0.0816
14179;0.0816
14180;0.0816
14181;0.0816
14182;0.0816
14183;0.0816
14184;0.0816
14185;0.0816
14186;0.0816
14187;0.0816
14188;0.0816
14189;0.0816
14190;0.0816
14191;0.0816
14192;0.0816
14193;0.0816
14194;0.0816
14195;0.0816
14196;0.0816
14197;0.0816
14198;0.0816
14199;0.0816
14200;0.0816
14201;0.0816
14202;0.0816
14203;0.0816
14204;0.0816
14205;0.0816
14206;0.0816
14207;0.0816
14208;0.0816
14209;0.0816
14210;0.0816
14211;0.0816
14212;0.0816
14213;0.0816
14214;0.0816
14215;0.0816
14216;0.0816
14217;0.0816
14218;0.0816
14219;0.0816
14220;0.0816
14221;0.0816
14222;0.0816
14223;0.0816
14224;0.0816
14225;0.0816
14226;0.0816
14227;0.0816
14228;0.0816
14229;0.0816
14230;0.0816
14231;0.0816
14232;0.0816
14233;0.0816
14234;0.0816
14235;0.0816
14236;0.0816
14237;0.0816
14238;0.0816
14239;0.0816
14240;0.0816
14241;0.0816
14242;0.0816
14243;0.0816
14244;0.0816
14245;0.0816
14246;0.0816
14247;0.0816
14248;0.0816
14249;0.0816
14250;0.0816
14251;0.0816
14252;0.0816
14253;0.0816
14254;0.0816
14255;0.0816
14256;0.0816
14257;0.0816
14258;0.0816
14259;0.0816
14260;0.0816
